,index,name,address,rating,author,text,review_rating,neg,neu,pos,compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
2623,2633,Forgtmenot,"138 Division St, New York, NY 10002, USA",4.6,PM,"My new favorite place for a weekend dinner with friends! Came randomly on a saturday night and waited / walked around for 20min to be seated. Service was a little slow but good overall. Ordered the steak frites eith medium rare steak, which was amazing! Good quality meat and crunchy fries althoguh the meat had a lot of unnecessary spices. Mashed potatoes were also good and creamy. Overall, what sold me was the price-quality ratio. 19$ for a good portion of steak frites is just perfection. The breakfast menu (all day) also had very accesible prices. The vibe was great too. Will be coming again!!!",5.0,0.0,0.718,0.282,0.9894,0.0028822417,0.019325515,0.97779226,0.98313165
2624,2634,Holy Cow,"34 Canal St, New York, NY 10002, USA",4.4,Yoerlinda Materan,"Looking for somewhere to eat in Chinatown and my family and I found this pleasant surprise, very tasty burgers and their sauces are unique in the city.  the staff very friendly.  I recommend them.",5.0,0.0,0.696,0.304,0.9051,0.0029290118,0.016134253,0.9809367,0.9846103
2625,2635,Holy Cow,"34 Canal St, New York, NY 10002, USA",4.4,Nicole Sparacio,"I love this place!!!! Such a fun vibe and the food is the best fast casual you will find.

Some of the best fries I’ve ever had and the burger is the 10/10. Go here on Thursday for for their throwback Thursday menu!",5.0,0.0,0.656,0.344,0.9631,0.0038373652,0.0075869295,0.98857576,0.98661315
2626,2636,Holy Cow,"34 Canal St, New York, NY 10002, USA",4.4,Waleed Malik,"I came here for lunch to try the limited time camel sliders. I also tried the spicy chicken sliders. The camel was a bit bland but the spicy chicken was very tasty. Would love to come back to try more of the menu items. The service was quick and friendly. And lastly, all of their meat is halal. Highly recommend.",5.0,0.021,0.772,0.207,0.9407,0.003023688,0.024027392,0.9729489,0.9804271
2627,2637,Holy Cow,"34 Canal St, New York, NY 10002, USA",4.4,Miguel Palmera,"The Hot Dog in this restaurant was exquisite, I loved its homemade version with tomato and lettuce.  I ordered it with double sausage.  The flavor is spectacular, I recommend it, the staff was very attentive.",5.0,0.0,0.824,0.176,0.7506,0.0036945671,0.00864533,0.9876601,0.9864409
2628,2638,Holy Cow,"34 Canal St, New York, NY 10002, USA",4.4,N R,"Nice little place that offers burgers, fries and tenders and everything in the menu us halal. I ordered the holy burger, tenders, fries and soda. They ran out of beef bacon, onion rings and pop corn chicken which was disappointing. The burger buns were hard for me but the patties and the sauce was good. I prefer soft buns for my burgers. They served the cheese fries really late and the fries didn’t hit the spot, I guess they were under staffed. The tenders were the best among everything we tried.",3.0,0.033,0.805,0.162,0.9144,0.051443726,0.24373615,0.7048201,0.74952257
2629,2639,Hong Man,"27 Eldridge St E, New York, NY 10002, USA",2.3,Lara Saldanha,"Food took 40 minutes to come, was nothing special, service was terrible (was never even given a glass of water), and was way overpriced for Chinatown.",1.0,0.189,0.811,0.0,-0.6551,0.9588862,0.03626821,0.004845474,-1.4153497
2630,2640,Hong Man,"27 Eldridge St E, New York, NY 10002, USA",2.3,Jeffrey McRoberts,Delicious dumplings were only surpassed by the warm beer.  Limit your ordering to that.,1.0,0.073,0.615,0.313,0.6486,0.013557947,0.053574968,0.9328671,0.9393177
2631,2641,Hong Man,"27 Eldridge St E, New York, NY 10002, USA",2.3,Aipelle Music,This place is no good,1.0,0.272,0.37,0.358,0.1779,0.93163186,0.059964567,0.008403527,-1.359062
2632,2642,Hong Man,"27 Eldridge St E, New York, NY 10002, USA",2.3,Nathaniel Mark,"Delicious soup. Fast, affordable, cant ask for more!",5.0,0.0,0.637,0.363,0.6114,0.004494129,0.0086399885,0.98686594,0.98444474
2633,2643,Hong Man,"27 Eldridge St E, New York, NY 10002, USA",2.3,Alex,My favorite place In chinatown. Very good.,5.0,0.0,0.447,0.553,0.7346,0.0031107406,0.008038151,0.98885113,0.9882041
2634,2644,Changle Xin Fan Zhuang,"36 Eldridge St, New York, NY 10002, USA",4.1,Tony Lin,Only been here once on my visit to NYC. The food is great and the environment is ok. They gave us a little room downstairs and it’s pretty nice and cozy. The dishes came out fast and was delicious! Would recommend everyone else to try it.,5.0,0.0,0.675,0.325,0.9571,0.0046638856,0.02014382,0.9751923,0.9782684
2635,2645,Changle Xin Fan Zhuang,"36 Eldridge St, New York, NY 10002, USA",4.1,Aleksey K,"I find it pretty funny reading all peoples offended reviews about being stared at. This is an authentic FJ food with minimal service and cheap beer. Waitress dont tiptoe around you being fake friendly but you get what you pay for. The menu is in Chinese so get your google translate app ready to know what to order.
Stick to Genereal Tso chicken from Panda Express if you are too sensitive.",4.0,0.066,0.812,0.121,0.6428,0.46087992,0.40813723,0.13098277,-0.35626853
2636,2646,Changle Xin Fan Zhuang,"36 Eldridge St, New York, NY 10002, USA",4.1,Dan The Grip,"The food is solid here.  I love places like this.  No BS, cheap food, flavorful, and no nonsense servers.  Will be back!",4.0,0.239,0.484,0.277,0.2942,0.0070346124,0.015980545,0.97698486,0.9744232
2637,2647,Changle Xin Fan Zhuang,"36 Eldridge St, New York, NY 10002, USA",4.1,Vanessa Matus de la Parra,In the moment I got in with my boyfriend (non of us is asian) we felt so discriminated. All the people staring at us.,1.0,0.0,1.0,0.0,0.0,0.7230994,0.26026648,0.016634164,-0.93788165
2638,2648,Changle Xin Fan Zhuang,"36 Eldridge St, New York, NY 10002, USA",4.1,Greg,Very discriminatory. We left after being consistently stared at for more than five minutes.,1.0,0.0,1.0,0.0,0.0,0.9136526,0.0799969,0.006350582,-1.3241298
2639,2649,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",4.5,Lane Stevenson,"Great pizza that's ready very quickly. We got pepperoni slices that were the best either of us have had in NYC any of the times we've been here. We were initially skeptical fo the small, somewhat scarce pepperonis, but it turned out to contribute towards a near perfect slice. Service was good and prices are pretty good too.",5.0,0.022,0.657,0.321,0.9729,0.004309512,0.013667848,0.9820226,0.98239225
2640,2650,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",4.5,James Mielke,"It’s better now that they’ve moved into a larger location. The service is still slow but the food is still worth it. Scarr’s makes their own dough from their own grain. It’s one of the best slices in the city, but beware the stuff that’s been sitting in the display windows as it is not fresh and needs to be reheated. Still, Top 5 slice in NYC no doubt.",5.0,0.105,0.743,0.152,0.5868,0.014719036,0.066964336,0.9183166,0.9297202
2641,2651,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",4.5,V H,"Slices are good but not great - crust isn’t really crispy throughout - it’s kind of soggy in certain areas. Love the spicy hot boy concept though because I like spicy. My friend told me that he’s had better luck when getting the whole pie because slices are hit or miss so do with that what you will but I rarely order an entire pie.

If you eat in the back is a legit old style bar / diner that has good AC which is key after walking past the hot pizza oven. Good for a quick snack if you’re in the area but in my opinion if there is a long line (which there usually is), it’s not really worth it.",4.0,0.06,0.708,0.232,0.9795,0.31017736,0.41212142,0.27770126,0.018495917
2642,2652,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",4.5,Abdullah,"Absolutely worth every minute of the wait (which wasn’t that long since the line moved pretty fast). It’s really hard to make a classic nyc slice stand out among thousands of pizza restaurants, but Scarr’s pulls it off. Definitely a must visit for any fan of nyc pizza. Their beef pepperoni slices are incredibly delicious!",5.0,0.021,0.731,0.248,0.9396,0.0055729724,0.02199481,0.97243226,0.9750702
2643,2653,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",4.5,Levnon,"I love the pizza served here. It's got a good balance between the sauce, the cheese and the dough. I tried the mushroom slice and I was not disappointed. I will definitely be coming back. There is a waiting line, however, so it's better to get multiple slices or a whole pizza to make the wait worth it.",5.0,0.036,0.726,0.238,0.9095,0.0039946907,0.016984187,0.9790211,0.9815211
2644,2654,El Cabron Taqueria,"26 Essex St, New York, NY 10002, USA",4.4,Maggie,"Amazing taco here
Our first time here we were just walking around to find a spot for taco
Price is decent
I will be back for taco Tuesday for the promo taco",5.0,0.0,0.884,0.116,0.5859,0.0032377262,0.03411501,0.9626472,0.9748481
2645,2655,El Cabron Taqueria,"26 Essex St, New York, NY 10002, USA",4.4,Julia Enthoven,"Breakfast tacos were superb. I ordered ours without rice, and they’re made with egg, cilantro, cheese, chorizo, and beans. They’re very affordable: $15 for plenty of food, 4 breakfast tacos. Delicious salsa and tortilla.",5.0,0.0,0.794,0.206,0.8316,0.0035314541,0.026591688,0.9698769,0.97787553
2646,2656,El Cabron Taqueria,"26 Essex St, New York, NY 10002, USA",4.4,Jay Jay,Picked up my daughter after school and went to grab a bite to eat we decided on tacos and ended up here.. Cute little corner spot in the  Lower East side  With table and chairs for outdoor seating. We ordered chicken tacos and steak tacos tacos and in order of guacamole and chips. The tacos were very well seasoned and tasty the but my favorite was the chips in guacamole and the green sauce I really don't know the name for it but we put it on our tacos we even put it on our nachos so it was pretty good I do recommend this place for a quick bite if you really don't have any thoughts on where to eat This would be a good spot to grab a couple of tacos😁,3.0,0.011,0.827,0.162,0.971,0.0031742943,0.11208867,0.8847371,0.93601996
